100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,10,10,10,10,10,10,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,10,99,99,99,99,99,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,10,99,91,99,92,99,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,10,99,99,99,99,99,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,10,10,10,10,10,10,10,10,95,95,95,95,95,10,10,10,10,10,10,10,10,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,10,0,10,20,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,10,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,10,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,10,0,10,0,10,0,10,10,10,20,20,20,10,10,10,0,10,0,10,0,10,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,10,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,10,100,100,100,100,100,100,100,100,100,100
10,10,10,10,10,10,10,10,10,10,10,0,10,0,10,0,10,0,0,0,0,0,0,0,10,0,10,0,10,0,10,10,10,10,10,10,10,10,10,10,10
10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10
10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,0,0,0,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10
10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,0,0,0,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10
10,0,0,0,0,0,10,0,10,10,10,0,10,0,10,0,10,0,0,0,0,0,0,0,10,0,10,0,10,0,10,10,10,0,10,0,0,0,0,0,10
10,0,0,0,0,0,0,0,20,20,20,0,0,0,0,20,20,20,0,0,0,0,0,20,20,20,0,0,0,0,20,20,20,0,0,0,0,0,0,0,10
