102,102,102,102,102,102,102,102,102,102,102,102,102,102,100,100,102,102,102,102,102,102,102,102,102,100,100,100,101,101,101,101,101,101,101,101,100,100,101,101,101,101,101,101,101,101,101,101,101,101,101,101
102,102,102,102,102,102,102,102,102,102,102,102,102,102,100,100,102,102,102,102,102,102,102,102,102,100,100,100,101,101,101,101,101,101,101,101,100,100,101,101,101,101,101,101,101,101,101,101,101,101,101,101
102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,101,101,101,101,101,101,101,101,101,101,101,101
102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,101,101,101,101,101,101,101,101,101,101,101,101
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,101,101,101,101,101,101,101,101
102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,101,101,101,101,101,101,101,101
102,102,102,102,102,102,102,102,100,100,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,100,100,101,101,101,101,101,101,101,101
102,102,102,102,102,102,102,102,100,100,101,101,101,101,101,101,101,101,101,101,101,101,101,101,10,10,10,10,10,10,10,10,10,10,10,10,10,101,101,101,101,101,100,100,101,101,101,101,101,101,101,101
102,102,102,102,102,102,102,102,102,102,101,101,101,101,101,101,101,101,101,101,101,101,101,101,10,0,0,0,0,20,20,0,0,0,0,0,10,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
102,102,102,102,102,102,102,102,102,102,101,101,101,101,101,101,101,101,101,101,101,101,101,101,10,0,0,0,0,20,20,0,0,0,0,0,10,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
102,102,102,102,102,102,102,102,102,102,101,101,101,101,101,101,101,101,101,101,101,10,10,10,10,20,20,10,10,10,10,10,10,10,20,20,10,10,10,10,101,101,101,101,101,101,101,101,101,101,101,101
102,102,102,102,102,102,102,102,102,102,100,100,100,100,100,100,100,100,100,100,100,10,84,84,84,84,84,84,84,84,10,0,20,20,0,0,20,20,0,10,100,100,101,101,101,101,101,101,101,101,101,101
102,102,102,102,102,102,102,102,102,102,100,100,100,100,100,100,100,100,100,100,100,10,84,10,10,84,84,10,10,84,10,0,10,10,0,0,10,10,0,10,100,100,101,101,101,101,101,101,101,101,101,101
102,102,102,102,102,102,102,102,102,102,102,102,10,10,10,10,10,10,10,10,10,10,84,84,10,84,84,10,84,84,10,0,10,0,0,0,0,10,0,10,101,101,101,101,101,101,101,101,101,101,101,101
102,102,102,102,102,102,102,102,102,102,102,102,10,0,0,20,20,20,20,0,0,10,84,10,10,84,84,10,10,84,10,0,0,0,20,20,0,0,0,10,101,101,101,101,101,101,101,101,101,101,101,101
102,102,102,102,102,102,102,102,102,102,102,102,10,0,10,10,20,20,10,10,0,10,84,84,84,84,84,84,84,84,10,0,10,10,20,20,10,10,0,10,101,101,101,101,101,101,101,101,101,101,101,101
102,102,102,102,102,102,102,102,102,102,102,102,10,20,0,20,0,0,0,0,20,10,84,84,84,84,84,84,84,84,10,20,0,0,0,0,20,0,20,10,101,101,101,101,101,101,101,101,101,101,101,101
